Team-Year,Seed,Off Eff,Avg Scoring Margin,Eff FG%,Off Reb%,FT%,Def Reb%,Block%,Steal Per Poss,Assist TO ratio,Fouls per poss,Def Eff,Opp Eff FG %,Win %,KenPom Rank,Avg Height,Avg Experience,TO %,Adj Efficiency Margin
Miss Val St-2012,16,0.959599,-0.4375,0.465147,0.330695,0.650456,0.707246,0.0442021,0.121964,0.92779,0.283567,0.965697,0.500574,0.625,N/A,N/A,N/A,0.199063,N/A
W Kentucky-2012,16,0.930263,-2.93939,0.447757,0.318345,0.692935,0.6913,0.0739726,0.0784246,0.747951,0.283368,0.972291,0.473973,0.4545,N/A,N/A,N/A,0.211443,N/A
Lamar-2012,16,1.03006,6.29032,0.464091,0.365094,0.722955,0.714703,0.0758267,0.114248,1.03753,0.249062,0.940951,0.471494,0.6452,N/A,N/A,N/A,0.170459,N/A
Vermont-2012,16,1.03761,6.69697,0.494308,0.33195,0.744395,0.716908,0.0463387,0.0956366,1.10606,0.267875,0.93501,0.462243,0.6667,N/A,N/A,N/A,0.183845,N/A
BYU-2012,14,1.05587,10.7742,0.522569,0.280967,0.708638,0.763158,0.0734463,0.112151,1.33333,0.248211,0.910686,0.474576,0.7419,N/A,N/A,N/A,0.172139,N/A
Iona-2012,14,1.14013,10.6875,0.567499,0.303093,0.715928,0.684512,0.0357895,0.0988626,1.58056,0.231108,0.993762,0.510526,0.7813,N/A,N/A,N/A,0.167339,N/A
California-2012,12,1.06199,9.87879,0.520582,0.309053,0.746412,0.742278,0.0559479,0.0709491,1.32832,0.212847,0.915602,0.460891,0.7273,N/A,N/A,N/A,0.179169,N/A
S Florida-2012,12,0.961308,1.5,0.481731,0.317919,0.709738,0.703741,0.0689655,0.0909207,0.894231,0.251309,0.93679,0.442831,0.5938,N/A,N/A,N/A,0.212489,N/A
Kentucky-2012,1,1.14084,18.9062,0.539444,0.375,0.737154,0.718584,0.151515,0.108958,1.15531,0.213475,0.861293,0.408559,0.9688,N/A,N/A,N/A,0.163179,N/A
Iowa State-2012,8,1.06858,6.46875,0.529047,0.311688,0.6793,0.748106,0.0482833,0.0857787,1.1675,0.234066,0.974135,0.482833,0.6875,N/A,N/A,N/A,0.182508,N/A
Connecticut-2012,9,1.0362,4.72727,0.502169,0.368528,0.661417,0.676964,0.115152,0.0875658,1.10591,0.215266,0.965048,0.443687,0.6061,N/A,N/A,N/A,0.185165,N/A
Wichita St-2012,5,1.11156,14.1613,0.541572,0.324532,0.752809,0.766925,0.0692441,0.0867239,1.23224,0.246184,0.906871,0.446624,0.8387,N/A,N/A,N/A,0.17065,N/A
VCU-2012,12,1.02433,8.61765,0.475325,0.325217,0.689415,0.682854,0.0740083,0.159046,1.08947,0.272272,0.895238,0.470989,0.8235,N/A,N/A,N/A,0.167417,N/A
Indiana-2012,4,1.13133,11.7273,0.547186,0.335183,0.762195,0.744635,0.0610561,0.0940561,1.06747,0.251938,0.959638,0.476623,0.7576,N/A,N/A,N/A,0.184109,N/A
N Mex State-2012,13,1.06898,8.8125,0.504967,0.403241,0.663909,0.725398,0.0697297,0.0938383,0.948387,0.247353,0.947032,0.482162,0.7188,N/A,N/A,N/A,0.201082,N/A
UNLV-2012,6,1.06103,9.59375,0.532328,0.316812,0.683735,0.721818,0.0844613,0.113525,1.27982,0.24277,0.926978,0.461289,0.75,N/A,N/A,N/A,0.190373,N/A
Colorado-2012,11,1.07035,2.74194,0.551378,0.311688,0.769231,0.742105,0.0595447,0.0876739,1.01058,0.256277,0.95526,0.471395,0.6452,N/A,N/A,N/A,0.183739,N/A
Baylor-2012,3,1.0799,9.75,0.529132,0.367853,0.752705,0.690341,0.0838423,0.111807,1.06306,0.252703,0.938091,0.468073,0.8125,N/A,N/A,N/A,0.201799,N/A
S Dakota St-2012,14,1.1247,9.75,0.537752,0.289779,0.729692,0.733746,0.0332582,0.0952589,1.36503,0.238838,0.981121,0.499154,0.7813,N/A,N/A,N/A,0.150021,N/A
Notre Dame-2012,7,1.04034,4.9697,0.49229,0.29179,0.707831,0.701804,0.0604925,0.081084,1.47077,0.214801,0.962576,0.4553,0.6667,N/A,N/A,N/A,0.154107,N/A
Xavier-2012,10,1.00851,3.67742,0.499131,0.302714,0.685997,0.726654,0.0677112,0.0881133,1.06234,0.264796,0.956463,0.452714,0.6452,N/A,N/A,N/A,0.183075,N/A
Duke-2012,2,1.11444,9.4375,0.532946,0.334314,0.697448,0.689464,0.0673026,0.0887447,1.05759,0.259991,0.979759,0.471648,0.8438,N/A,N/A,N/A,0.170354,N/A
Lehigh-2012,15,1.07093,10.2188,0.509459,0.287179,0.77424,0.724033,0.052306,0.110634,1.13352,0.251359,0.926224,0.471035,0.7813,N/A,N/A,N/A,0.16241,N/A
Michigan St-2012,1,1.08045,13.3125,0.5254,0.364316,0.69927,0.753528,0.0811442,0.111305,1.18465,0.264523,0.882053,0.430531,0.7813,N/A,N/A,N/A,0.194201,N/A
LIU-2012,16,1.06726,4.51515,0.53254,0.326713,0.731422,0.669665,0.0485523,0.0789979,0.931559,0.205395,1.00841,0.490869,0.7576,N/A,N/A,N/A,0.207765,N/A
Memphis-2012,8,1.07491,11.7273,0.541088,0.288357,0.712551,0.701357,0.101796,0.117168,1.16346,0.273827,0.90697,0.43386,0.7576,N/A,N/A,N/A,0.180526,N/A
Saint Louis-2012,9,1.06258,12.3333,0.52277,0.292486,0.715302,0.735431,0.0630081,0.10636,1.24629,0.259764,0.873378,0.444444,0.8,N/A,N/A,N/A,0.172323,N/A
New Mexico-2012,5,1.06901,13.0323,0.53151,0.324647,0.71145,0.753651,0.0609683,0.100545,1.21359,0.260849,0.877401,0.441721,0.8065,N/A,N/A,N/A,0.1954,N/A
Lg Beach St-2012,12,1.06644,9.03333,0.524605,0.330416,0.668975,0.711675,0.0487948,0.0994059,1.10183,0.229695,0.93567,0.472957,0.7333,N/A,N/A,N/A,0.184818,N/A
Louisville-2012,4,0.991723,7.70588,0.477937,0.349315,0.682256,0.679868,0.0865485,0.132426,0.959267,0.257285,0.881579,0.428832,0.7353,N/A,N/A,N/A,0.206416,N/A
Davidson-2012,13,1.09408,9.45161,0.513366,0.335372,0.769001,0.758551,0.062065,0.0766493,1.14441,0.28926,0.960398,0.474188,0.7742,N/A,N/A,N/A,0.167442,N/A
Murray St-2012,6,1.08685,11.8571,0.547209,0.338101,0.728083,0.676871,0.0793651,0.117681,0.904639,0.267789,0.913204,0.460648,0.9643,N/A,N/A,N/A,0.202934,N/A
Colorado St-2012,11,1.07035,2.67742,0.534647,0.266423,0.769231,0.725532,0.0358663,0.0806898,1.01058,0.283386,1.03001,0.504863,0.6452,N/A,N/A,N/A,0.183739,N/A
Marquette-2012,3,1.0559,9.71875,0.508392,0.327672,0.720627,0.648897,0.0595428,0.122536,1.27725,0.248114,0.920759,0.458001,0.7813,N/A,N/A,N/A,0.18337,N/A
Florida-2012,7,1.12813,10.6562,0.54667,0.346983,0.722807,0.720041,0.106567,0.111258,1.35897,0.234297,0.885943,0.4375,0.7188,N/A,N/A,N/A,0.161886,N/A
Virginia-2012,10,1.04742,9.3871,0.509483,0.388414,0.724453,0.767819,0.0566406,0.104356,1.15881,0.244033,0.859648,0.443034,0.7097,N/A,N/A,N/A,0.181849,N/A
Missouri-2012,2,1.18088,14.5455,0.576442,0.311791,0.76393,0.737575,0.0626186,0.122114,1.5858,0.207102,0.966178,0.470714,0.8788,N/A,N/A,N/A,0.151189,N/A
Norfolk St-2012,15,0.980313,2.80645,0.498215,0.316239,0.653005,0.696911,0.0807628,0.0947074,0.820175,0.272284,0.9407,0.45373,0.7419,N/A,N/A,N/A,0.207628,N/A
Syracuse-2012,1,1.10341,14.1818,0.519457,0.356867,0.691318,0.637024,0.126623,0.14213,1.52786,0.223732,0.893582,0.439935,0.9394,N/A,N/A,N/A,0.152891,N/A
NC-Asheville-2012,16,1.09862,6.2,0.526667,0.317726,0.771536,0.661811,0.0391355,0.112846,1.15327,0.250407,1.01188,0.513727,0.7,N/A,N/A,N/A,0.18559,N/A
Kansas St-2012,8,1.02625,7.70968,0.493391,0.390735,0.66622,0.690256,0.0893617,0.088534,1.01357,0.289242,0.91547,0.457751,0.6774,N/A,N/A,N/A,0.20488,N/A
S Mississippi-2012,9,1.05174,4.51613,0.463449,0.349857,0.736842,0.734763,0.0573409,0.0872849,1.02769,0.284395,0.984593,0.503781,0.7419,N/A,N/A,N/A,0.155866,N/A
Vanderbilt-2012,5,1.0791,7.84375,0.542683,0.310638,0.701183,0.691162,0.0718172,0.0884278,0.995204,0.235347,0.963495,0.468988,0.6875,N/A,N/A,N/A,0.192054,N/A
Harvard-2012,12,1.04597,10.0345,0.525436,0.293056,0.75,0.758267,0.0871935,0.0942318,1.04469,0.243894,0.88467,0.44891,0.8621,N/A,N/A,N/A,0.198441,N/A
Wisconsin-2012,4,1.06213,11.75,0.498805,0.295671,0.739464,0.740854,0.0697248,0.0852388,1.36232,0.234019,0.867886,0.414067,0.75,N/A,N/A,N/A,0.142581,N/A
Montana-2012,13,1.04923,9.03448,0.528265,0.304545,0.718954,0.704301,0.0705502,0.104618,1.12011,0.273226,0.916172,0.448544,0.7931,N/A,N/A,N/A,0.181812,N/A
Cincinnati-2012,6,1.03984,7.72727,0.481294,0.355066,0.646859,0.675312,0.0804536,0.122414,1.26822,0.227535,0.923793,0.462473,0.7273,N/A,N/A,N/A,0.156089,N/A
Texas-2012,11,1.06096,6.24242,0.492114,0.368169,0.730769,0.72481,0.0725514,0.106023,1.00246,0.247347,0.940793,0.463745,0.6061,N/A,N/A,N/A,0.1791,N/A
Florida St-2012,3,0.99537,7.70968,0.510545,0.346983,0.700813,0.70278,0.106567,0.111258,0.729249,0.266928,0.885943,0.4375,0.7097,N/A,N/A,N/A,0.231673,N/A
St Bonavent-2012,14,1.04845,5.55172,0.509514,0.354722,0.75975,0.720045,0.0761782,0.0863431,0.965937,0.273934,0.965707,0.473209,0.6207,N/A,N/A,N/A,0.211232,N/A
Gonzaga-2012,7,1.07878,10.7742,0.533987,0.321016,0.714844,0.745813,0.0577576,0.0992684,1.05707,0.221119,0.921644,0.466025,0.8065,N/A,N/A,N/A,0.189598,N/A
W Virginia-2012,10,1.04742,5.46875,0.486595,0.388414,0.670886,0.714432,0.0464326,0.0950542,1.15881,0.244033,0.967451,0.493771,0.5938,N/A,N/A,N/A,0.184168,N/A
Ohio State-2012,1,1.10571,16.125,0.528343,0.347293,0.698113,0.783009,0.0542636,0.106381,1.31806,0.235787,0.868084,0.464222,0.8125,N/A,N/A,N/A,0.170854,N/A
Loyola-MD-2012,15,1.01574,3.78125,0.474419,0.373181,0.717568,0.691099,0.0834334,0.1174,0.920673,0.28129,0.958922,0.476891,0.75,N/A,N/A,N/A,0.195353,N/A
N Carolina-2012,1,1.10515,16.0938,0.502154,0.395797,0.675031,0.746721,0.0921053,0.0922359,1.49468,0.19663,0.889238,0.44347,0.875,N/A,N/A,N/A,0.15764,N/A
Creighton-2012,8,1.15884,10.4848,0.583379,0.300768,0.732771,0.756187,0.0392765,0.0693287,1.4775,0.246599,1.00702,0.493282,0.8485,N/A,N/A,N/A,0.175516,N/A
Alabama-2012,9,0.99887,6.8125,0.490143,0.405896,0.715221,0.705323,0.0836431,0.112481,0.956204,0.254343,0.89408,0.434377,0.6563,N/A,N/A,N/A,0.197563,N/A
Temple-2012,5,1.07887,6.12903,0.53456,0.30582,0.718494,0.69703,0.0714681,0.102532,1.27034,0.251295,0.991904,0.485042,0.7742,N/A,N/A,N/A,0.174396,N/A
Michigan-2012,4,1.08045,13.3125,0.542804,0.364316,0.719565,0.753528,0.0811442,0.111512,1.24149,0.251848,0.882053,0.430531,0.7813,N/A,N/A,N/A,0.166353,N/A
Ohio-2012,13,1.10571,16.125,0.528343,0.347293,0.698113,0.783009,0.0542636,0.136579,1.31806,0.235787,0.868084,0.464222,0.8125,N/A,N/A,N/A,0.170854,N/A
San Diego St-2012,6,1.02888,6.36667,0.506013,0.293217,0.703583,0.743461,0.0403981,0.0802671,0.994667,0.232045,0.935963,0.466042,0.8,N/A,N/A,N/A,0.182425,N/A
NC State-2012,11,1.06352,5.57576,0.510252,0.351325,0.708879,0.709882,0.0717277,0.0998691,1.27208,0.242664,0.982923,0.473298,0.6667,N/A,N/A,N/A,0.183531,N/A
Georgetown-2012,3,1.03978,9.33333,0.510088,0.348837,0.696,0.728016,0.0909657,0.0947099,1.07733,0.270962,0.897972,0.428972,0.7333,N/A,N/A,N/A,0.189926,N/A
Belmont-2012,14,1.15491,13.8788,0.55721,0.320475,0.736352,0.689686,0.0395299,0.104484,1.45178,0.257984,0.957981,0.477831,0.7879,N/A,N/A,N/A,0.16941,N/A
St Marys-2012,7,1.12354,10.9333,0.535627,0.35906,0.728682,0.758547,0.0641192,0.103524,1.32,0.242572,0.957093,0.483672,0.8333,N/A,N/A,N/A,0.177615,N/A
Purdue-2012,10,1.09121,6.18182,0.511768,0.293834,0.651841,0.710388,0.0613532,0.0989509,1.60284,0.267992,0.997755,0.505161,0.6364,N/A,N/A,N/A,0.129186,N/A
Kansas-2012,2,1.08995,13.0909,0.539735,0.390735,0.696237,0.73101,0.102367,0.10741,1.18664,0.2562,0.899782,0.43891,0.8182,N/A,N/A,N/A,0.19105,N/A
Detroit-2012,15,1.0374,2.93939,0.485042,0.341164,0.740554,0.691988,0.0852535,0.106889,1.00484,0.282081,0.994378,0.509217,0.6061,N/A,N/A,N/A,0.183175,N/A
Middle Tenn-2013,11,1.05881,14,0.516802,0.363351,0.697674,0.729835,0.0760125,0.107081,1.03636,0.303703,0.852031,0.442056,0.875,N/A,N/A,N/A,0.203084,N/A
St Marys-2013,11,1.14372,12.3871,0.546729,0.364246,0.734472,0.762101,0.0581683,0.123778,1.2118,0.266299,0.956434,0.469988,0.8387,N/A,N/A,N/A,0.179828,N/A
Liberty-2013,16,0.977448,-3.87097,0.481993,0.276289,0.730284,0.685577,0.0501114,0.075588,0.861575,0.275424,1.03414,0.474388,0.3548,N/A,N/A,N/A,0.197946,N/A
NC A&amp;T-2013,16,0.890313,-0.866667,0.44283,0.288032,0.651584,0.685484,0.0852811,0.0990315,0.743304,0.283017,0.902935,0.4482,0.4667,N/A,N/A,N/A,0.217481,N/A
Boise State-2013,13,1.05413,5,0.52109,0.290123,0.750484,0.772327,0.0338744,0.0962148,1.01453,0.282301,0.980123,0.505646,0.6786,N/A,N/A,N/A,0.181857,N/A
La Salle-2013,13,1.05602,7.06897,0.515849,0.284934,0.741445,0.688967,0.0625387,0.116336,1.23529,0.221688,0.953659,0.491331,0.7241,N/A,N/A,N/A,0.169761,N/A
James Mad-2013,16,0.987275,0.4375,0.473852,0.274779,0.699847,0.712766,0.0865326,0.118681,1.0618,0.259585,0.980655,0.493297,0.5625,N/A,N/A,N/A,0.168328,N/A
LIU-2013,16,1.08906,2.5,0.545455,0.339937,0.688623,0.690099,0.0593132,0.0920821,1.04978,0.246126,1.05464,0.527575,0.5938,N/A,N/A,N/A,0.198794,N/A
Louisville-2013,1,1.06466,15.5484,0.494751,0.381089,0.708696,0.697115,0.0799756,0.154563,1.19072,0.254025,0.839589,0.439866,0.8387,N/A,N/A,N/A,0.181179,N/A
Colorado St-2013,8,1.11165,9.44828,0.49235,0.415669,0.71184,0.785714,0.0348684,0.0738285,1.20833,0.25629,0.967153,0.482237,0.7586,N/A,N/A,N/A,0.164532,N/A
Missouri-2013,9,1.09282,10.3871,0.530892,0.39234,0.744257,0.741876,0.0786049,0.0986831,1.21465,0.231174,0.945713,0.458876,0.7097,N/A,N/A,N/A,0.165583,N/A
Oklahoma St-2013,5,1.03922,10.4667,0.493805,0.304302,0.74817,0.720356,0.0853879,0.107965,0.983957,0.253979,0.889877,0.44558,0.7667,N/A,N/A,N/A,0.17788,N/A
Oregon-2013,12,1.02164,7.90323,0.498331,0.352342,0.705036,0.750507,0.075594,0.122488,1.06176,0.222056,0.891315,0.463407,0.7419,N/A,N/A,N/A,0.192357,N/A
Saint Louis-2013,4,1.04046,10.5,0.509265,0.265909,0.707646,0.738839,0.0660939,0.107773,1.14793,0.26087,0.881822,0.461335,0.8,N/A,N/A,N/A,0.17022,N/A
N Mex State-2013,13,1.00957,4.53333,0.495847,0.363837,0.668033,0.718,0.100178,0.0796374,0.811791,0.224073,0.942294,0.456728,0.6667,N/A,N/A,N/A,0.218137,N/A
Memphis-2013,6,1.04533,10.5806,0.527165,0.354497,0.672035,0.721359,0.112903,0.126953,1.14286,0.251204,0.897673,0.454205,0.871,N/A,N/A,N/A,0.207986,N/A
Michigan St-2013,3,1.02945,8.62069,0.506779,0.33564,0.705263,0.737395,0.0711054,0.126332,0.997396,0.248488,0.898941,0.445055,0.7586,N/A,N/A,N/A,0.200461,N/A
Valparaiso-2013,14,1.07003,8.90323,0.560772,0.29803,0.7366,0.742734,0.0615385,0.0942585,0.95815,0.262096,0.937295,0.461846,0.7742,N/A,N/A,N/A,0.218334,N/A
Creighton-2013,7,1.13919,12.5758,0.593137,0.281818,0.753873,0.757876,0.0427666,0.0767071,1.38725,0.243819,0.949707,0.461457,0.7879,N/A,N/A,N/A,0.186289,N/A
Cincinnati-2013,10,0.994948,8.45161,0.462348,0.382775,0.64688,0.722927,0.113141,0.104481,0.962312,0.258354,0.87052,0.433707,0.6774,N/A,N/A,N/A,0.189016,N/A
Duke-2013,2,1.12369,13.5806,0.547404,0.283298,0.727407,0.684512,0.0665548,0.0938332,1.36607,0.253766,0.929088,0.45302,0.871,N/A,N/A,N/A,0.15531,N/A
Albany-2013,15,0.997549,4.1875,0.497193,0.293984,0.735878,0.734607,0.0359035,0.0826486,0.825287,0.243141,0.93316,0.484403,0.6875,N/A,N/A,N/A,0.209024,N/A
Gonzaga-2013,1,1.15153,17.4194,0.555718,0.373832,0.709402,0.726014,0.0518257,0.117414,1.32665,0.239641,0.891675,0.443168,0.9355,N/A,N/A,N/A,0.167941,N/A
Southern-2013,16,1.03658,8.25926,0.518718,0.301906,0.692845,0.716009,0.0781508,0.104744,1.18428,0.241662,0.874867,0.416105,0.6667,N/A,N/A,N/A,0.162766,N/A
Pittsburgh-2013,8,1.11866,14.7097,0.525526,0.399108,0.666667,0.728177,0.0825566,0.106294,1.53254,0.274506,0.883374,0.442743,0.7742,N/A,N/A,N/A,0.174404,N/A
Wichita St-2013,9,1.04547,9.09091,0.506319,0.376884,0.68845,0.775326,0.0841232,0.112926,1.07442,0.266832,0.908868,0.457642,0.7879,N/A,N/A,N/A,0.195798,N/A
Wisconsin-2013,5,1.03775,10.3333,0.49175,0.327019,0.625247,0.76324,0.0773515,0.0888302,1.38488,0.219985,0.875762,0.430384,0.6667,N/A,N/A,N/A,0.152056,N/A
Mississippi-2013,12,1.0646,11.0968,0.533996,0.379101,0.695425,0.70628,0.0899183,0.137698,1.11453,0.23166,0.915362,0.467847,0.7419,N/A,N/A,N/A,0.155308,N/A
Kansas St-2013,4,1.06375,7.6,0.496208,0.377593,0.691743,0.681767,0.0720839,0.106989,1.41311,0.284621,0.94703,0.47903,0.8,N/A,N/A,N/A,0.17968,N/A
Arizona-2013,6,1.06308,9.96667,0.518721,0.341352,0.74415,0.757282,0.106267,0.102832,1.1114,0.219091,0.91873,0.460763,0.8,N/A,N/A,N/A,0.178793,N/A
Belmont-2013,11,1.10182,12.2667,0.567898,0.282864,0.735294,0.674611,0.0511222,0.136594,1.16462,0.26077,0.926067,0.474127,0.8,N/A,N/A,N/A,0.194383,N/A
New Mexico-2013,3,1.01597,6.74194,0.485767,0.275347,0.72423,0.733595,0.0699422,0.0938487,1.24384,0.231975,0.915386,0.462717,0.8387,N/A,N/A,N/A,0.175666,N/A
Harvard-2013,14,1.04421,4.7037,0.550827,0.239163,0.723437,0.701135,0.0777238,0.111659,0.951219,0.228929,0.972948,0.489938,0.6667,N/A,N/A,N/A,0.207046,N/A
Notre Dame-2013,7,1.08157,7.80645,0.528621,0.316649,0.696364,0.728614,0.0675295,0.0779246,1.57267,0.211087,0.962221,0.462296,0.7419,N/A,N/A,N/A,0.169659,N/A
Iowa State-2013,10,1.09818,9.22581,0.54,0.325854,0.725397,0.734142,0.0513236,0.0893766,1.21065,0.233618,0.971638,0.477039,0.6774,N/A,N/A,N/A,0.182735,N/A
Ohio State-2013,2,1.06781,11.4138,0.508015,0.319149,0.694643,0.748646,0.0861057,0.100124,1.23871,0.244281,0.8943,0.454338,0.7586,N/A,N/A,N/A,0.162505,N/A
Iona-2013,15,1.09885,4.96774,0.525813,0.312877,0.774245,0.674781,0.0489216,0.0892488,1.30645,0.231176,1.0318,0.517622,0.5806,N/A,N/A,N/A,0.161954,N/A
Kansas-2013,1,1.06816,13.3548,0.526102,0.377593,0.723589,0.729422,0.116047,0.106989,1.41311,0.246959,0.877051,0.413104,0.8387,N/A,N/A,N/A,0.17968,N/A
W Kentucky-2013,16,0.986535,0.625,0.493088,0.347614,0.67737,0.706693,0.0595989,0.0892689,0.759336,0.274216,0.97738,0.481948,0.5313,N/A,N/A,N/A,0.220654,N/A
N Carolina-2013,8,1.02985,7.3,0.49075,0.336966,0.662409,0.70265,0.0566557,0.110001,1.34293,0.19918,0.930712,0.476073,0.7,N/A,N/A,N/A,0.172924,N/A
Villanova-2013,9,0.97336,2.86667,0.476501,0.311816,0.719451,0.731884,0.0673737,0.106558,0.805677,0.27428,0.932266,0.47068,0.6,N/A,N/A,N/A,0.218851,N/A
VCU-2013,5,1.1061,14.2667,0.517905,0.379512,0.695205,0.675369,0.0666231,0.172238,1.26271,0.275581,0.904131,0.497061,0.8,N/A,N/A,N/A,0.167047,N/A
Akron-2013,12,1.04839,9.58621,0.515015,0.371237,0.652101,0.716418,0.100439,0.103194,1.10633,0.261725,0.909805,0.444758,0.7931,N/A,N/A,N/A,0.196917,N/A
Michigan-2013,4,1.14136,12.3793,0.551599,0.352,0.713684,0.737395,0.0926694,0.126332,1.53285,0.196986,0.898941,0.445055,0.8276,N/A,N/A,N/A,0.144316,N/A
S Dakota St-2013,13,1.0998,5.96552,0.53018,0.281179,0.763258,0.747807,0.0411548,0.0788182,1.32131,0.21923,1.0095,0.508907,0.6897,N/A,N/A,N/A,0.159202,N/A
UCLA-2013,6,1.03672,6.41935,0.498938,0.279412,0.719807,0.674296,0.0601233,0.114547,1.47863,0.205918,0.948025,0.467369,0.7419,N/A,N/A,N/A,0.156444,N/A
Minnesota-2013,11,1.04607,7.03226,0.491108,0.433155,0.682652,0.706357,0.10863,0.117262,1.08747,0.267748,0.939561,0.457151,0.6452,N/A,N/A,N/A,0.206674,N/A
Florida-2013,3,1.12387,18.7667,0.562577,0.332933,0.731366,0.737297,0.0911215,0.134817,1.35928,0.221132,0.830938,0.421824,0.8,N/A,N/A,N/A,0.173263,N/A
NW State-2013,14,1.04092,5.76,0.495507,0.345815,0.688679,0.631637,0.0748523,0.124469,1.04121,0.265744,0.965292,0.476034,0.68,N/A,N/A,N/A,0.191168,N/A
San Diego St-2013,7,1.01443,7.75,0.488579,0.311864,0.677817,0.729642,0.0793147,0.0953824,1.00896,0.220802,0.900072,0.441942,0.6786,N/A,N/A,N/A,0.176536,N/A
Oklahoma-2013,10,1.03922,10.4667,0.493805,0.322851,0.757962,0.720356,0.0853879,0.107965,1.03315,0.251792,0.889877,0.44558,0.7667,N/A,N/A,N/A,0.174615,N/A
Georgetown-2013,2,1.00311,8.89655,0.51848,0.291615,0.683919,0.710989,0.0755467,0.116541,1.13904,0.259158,0.865811,0.427767,0.8276,N/A,N/A,N/A,0.199025,N/A
Fla Gulf Cst-2013,15,1.01412,5.03125,0.513587,0.328794,0.670347,0.687558,0.0657966,0.123535,0.936034,0.246193,0.943594,0.470908,0.6875,N/A,N/A,N/A,0.205453,N/A
Indiana-2013,1,1.15569,19.1333,0.55852,0.382009,0.74495,0.7195,0.0647564,0.107871,1.13918,0.240453,0.882928,0.435817,0.8333,N/A,N/A,N/A,0.184379,N/A
NC State-2013,8,1.10034,7.35484,0.539199,0.338692,0.682192,0.679816,0.0701663,0.092228,1.16927,0.216416,0.996245,0.465956,0.7097,N/A,N/A,N/A,0.175324,N/A
Temple-2013,9,1.04634,4.86667,0.490346,0.297109,0.714516,0.700529,0.0658288,0.115243,1.3628,0.236753,0.975945,0.484141,0.7333,N/A,N/A,N/A,0.158157,N/A
UNLV-2013,5,1.00607,7.63333,0.49359,0.330928,0.708202,0.742026,0.101079,0.102344,1.13889,0.241777,0.898565,0.435548,0.7333,N/A,N/A,N/A,0.202811,N/A
California-2013,12,0.995013,3.6,0.482901,0.310195,0.722015,0.704995,0.0814815,0.0864801,1.14058,0.237329,0.941945,0.441595,0.6667,N/A,N/A,N/A,0.185244,N/A
Syracuse-2013,4,1.04981,12.6774,0.486992,0.390196,0.686244,0.679264,0.118977,0.133978,1.14286,0.231885,0.865706,0.431886,0.7419,N/A,N/A,N/A,0.183635,N/A
Montana-2013,13,1.07803,4.55556,0.54139,0.282249,0.774081,0.712042,0.054757,0.109937,1.02395,0.260291,1.00849,0.486995,0.7778,N/A,N/A,N/A,0.166522,N/A
Butler-2013,6,1.03938,5.2,0.512563,0.348917,0.682616,0.751055,0.0429371,0.0862787,0.979849,0.274477,0.96067,0.465775,0.7667,N/A,N/A,N/A,0.200308,N/A
Bucknell-2013,11,1.05446,9.6129,0.501832,0.292148,0.746219,0.787759,0.0747939,0.054036,1.39597,0.232809,0.903966,0.425795,0.8387,N/A,N/A,N/A,0.150493,N/A
Marquette-2013,3,1.04483,6.73333,0.50732,0.36211,0.725076,0.681675,0.0643594,0.104281,1.07389,0.253903,0.943067,0.462052,0.7667,N/A,N/A,N/A,0.204533,N/A
Davidson-2013,14,1.10528,11.1,0.529706,0.283217,0.808307,0.743811,0.051735,0.0874174,1.22754,0.266271,0.937979,0.45836,0.7667,N/A,N/A,N/A,0.167801,N/A
Illinois-2013,7,1.05025,5.90909,0.518286,0.326784,0.723404,0.754386,0.0904977,0.1223,1.13689,0.214553,0.900746,0.447964,0.7407,N/A,N/A,N/A,0.171682,N/A
Colorado-2013,10,1.11165,9.44828,0.516644,0.415669,0.71184,0.785714,0.0544101,0.104648,1.20833,0.229834,0.926184,0.459336,0.7586,N/A,N/A,N/A,0.164532,N/A
Miami (FL)-2013,2,1.04713,9.13333,0.518712,0.290068,0.670796,0.731658,0.085183,0.0961131,1.01807,0.220554,0.908522,0.447511,0.8,N/A,N/A,N/A,0.167945,N/A
Pacific-2013,15,1.03634,1.55172,0.510218,0.277842,0.703509,0.701856,0.0243572,0.0887985,1.27928,0.286601,1.01241,0.5,0.5862,N/A,N/A,N/A,0.177065,N/A
NC State-2014,12,1.04483,1.32258,0.496926,0.329193,0.654962,0.663646,0.0751011,0.069592,1.19637,0.274581,1.02542,0.471115,0.6129,N/A,N/A,N/A,0.1567,N/A
Xavier-2014,12,1.06055,4.70968,0.518441,0.325683,0.687065,0.730693,0.0557839,0.0877073,1.18274,0.292516,0.99133,0.482384,0.6452,N/A,N/A,N/A,0.186793,N/A
Albany-2014,16,1.0068,1.96774,0.48705,0.309908,0.742604,0.729211,0.057041,0.082751,0.875634,0.264508,0.976757,0.484551,0.5484,N/A,N/A,N/A,0.194071,N/A
Mt St Marys-2014,16,1.04475,-2.32258,0.512155,0.256,0.744395,0.688913,0.0517148,0.0990561,0.981132,0.260744,1.07674,0.534567,0.4839,N/A,N/A,N/A,0.164797,N/A
Iowa-2014,11,1.12831,12.4516,0.533387,0.365442,0.72948,0.745098,0.0852797,0.0990906,1.78275,0.232024,0.958316,0.466022,0.7667,N/A,N/A,N/A,0.139126,N/A
Tennessee-2014,11,1.10092,9.46667,0.493739,0.396425,0.709957,0.752119,0.0895522,0.0789298,1.15625,0.264979,0.955359,0.462998,0.6333,N/A,N/A,N/A,0.16401,N/A
