Team1,Team2,Score
Virginia-2017,UNC Wilmington-2017,0.544642857
Florida-2017,East Tennessee State-2017,0.633928571
SMU-2017,USC-2017,0.484848485
Baylor-2017,New Mexico State-2017,0.660714286
South Carolina-2017,Marquette-2017,0.678571429
Duke-2017,Troy-2017,0.696428571
Villanova-2017,Wisconsin-2017,0.454545455
Virginia-2017,Florida-2017,0.106060606
USC-2017,Baylor-2017,0.439393939
South Carolina-2017,Duke-2017,0.5625
Wisconsin-2017,Florida-2017,0.484848485
Baylor-2017,South Carolina-2017,0.196969697
Florida-2017,South Carolina-2017,0.393939394
Gonzaga-2017,South Dakota State-2017,0.678571429
Northwestern-2017,Vanderbilt-2017,0.517857143
Notre Dame-2017,Princeton-2017,0.517857143
West Virginia-2017,Bucknell-2017,0.553571429
Maryland-2017,Xavier-2017,0.333333333
Florida State-2017,Florida Gulf Coast-2017,0.553571429
Saint Mary's-2017,VCU-2017,0.571428571
Arizona-2017,North Dakota-2017,0.660714286
Gonzaga-2017,Northwestern-2017,0.553571429
Notre Dame-2017,West Virginia-2017,0.318181818
Xavier-2017,Florida State-2017,0.723214286
Saint Mary's-2017,Arizona-2017,0.363636364
Gonzaga-2017,West Virginia-2017,0.526785714
Xavier-2017,Arizona-2017,0.517857143
Gonzaga-2017,Xavier-2017,0.714285714
Kansas-2017,UC Davis-2017,0.839285714
Miami (FL)-2017,Michigan State-2017,0.196969697
Iowa State-2017,Nevada-2017,0.598214286
Purdue-2017,Vermont-2017,0.589285714
Creighton-2017,Rhode Island-2017,0.318181818
Oregon-2017,Iona-2017,0.642857143
Michigan-2017,Oklahoma State-2017,0.508928571
Louisville-2017,Jacksonville State-2017,0.633928571
Kansas-2017,Michigan State-2017,0.678571429
Iowa State-2017,Purdue-2017,0.439393939
Rhode Island-2017,Oregon-2017,0.454545455
Michigan-2017,Louisville-2017,0.535714286
Kansas-2017,Purdue-2017,0.785714286
Oregon-2017,Michigan-2017,0.508928571
Kansas-2017,Oregon-2017,0.287878788
North Carolina-2017,Texas Southern-2017,0.848214286
Arkansas-2017,Seton Hall-2017,0.553571429
Minnesota-2017,Middle Tennessee-2017,0.363636364
Butler-2017,Winthrop-2017,0.607142857
Cincinnati-2017,Kansas State-2017,0.625
UCLA-2017,Kent State-2017,0.651785714
Dayton-2017,Wichita State-2017,0.409090909
Kentucky-2017,Northern Kentucky-2017,0.580357143
North Carolina-2017,Arkansas-2017,0.5625
Middle Tennessee-2017,Butler-2017,0.363636364
Cincinnati-2017,UCLA-2017,0.318181818
Wichita State-2017,Kentucky-2017,0.454545455
North Carolina-2017,Butler-2017,0.607142857
UCLA-2017,Kentucky-2017,0.333333333
North Carolina-2017,Kentucky-2017,0.517857143
South Carolina-2017,Gonzaga-2017,0.439393939
Oregon-2017,North Carolina-2017,0.484848485
Gonzaga-2017,North Carolina-2017,0.409090909
Virginia-2018,UMBC-2018,0.196969697
Creighton-2018,Kansas State-2018,0.348484848
Kentucky-2018,Davidson-2018,0.544642857
Arizona-2018,Buffalo-2018,0.181818182
Miami (FL)-2018,Loyola–Chicago-2018,0.46969697
Tennessee-2018,Wright State-2018,0.732142857
Nevada-2018,Texas-2018,0.535714286
Cincinnati-2018,Georgia State-2018,0.633928571
UMBC-2018,Kansas State-2018,0.393939394
Kentucky-2018,Buffalo-2018,0.678571429
Loyola–Chicago-2018,Tennessee-2018,0.508928571
Nevada-2018,Cincinnati-2018,0.517857143
Kansas State-2018,Kentucky-2018,0.526785714
Loyola–Chicago-2018,Nevada-2018,0.508928571
Kansas State-2018,Loyola–Chicago-2018,0.257575758
Xavier-2018,Texas Southern-2018,0.669642857
Missouri-2018,Florida State-2018,0.303030303
Ohio State-2018,South Dakota State-2018,0.571428571
Gonzaga-2018,UNC Greensboro-2018,0.535714286
Houston-2018,San Diego State-2018,0.517857143
Michigan-2018,Montana-2018,0.625
Texas A&M-2018,Providence-2018,0.535714286
North Carolina-2018,Lipscomb-2018,0.660714286
Xavier-2018,Florida State-2018,0.424242424
Ohio State-2018,Gonzaga-2018,0.409090909
Houston-2018,Michigan-2018,0.484848485
Texas A&M-2018,North Carolina-2018,0.6875
Florida State-2018,Gonzaga-2018,0.633928571
Michigan-2018,Texas A&M-2018,0.741071429
Florida State-2018,Michigan-2018,0.439393939
Villanova-2018,Radford-2018,0.732142857
Virginia Tech-2018,Alabama-2018,0.454545455
West Virginia-2018,Murray State-2018,0.651785714
Wichita State-2018,Marshall-2018,0.409090909
Florida-2018,St. Bonaventure-2018,0.633928571
Texas Tech-2018,Stephen F. Austin-2018,0.589285714
Arkansas-2018,Butler-2018,0.242424242
Purdue-2018,Cal State Fullerton-2018,0.732142857
Villanova-2018,Alabama-2018,0.705357143
West Virginia-2018,Marshall-2018,0.705357143
Florida-2018,Texas Tech-2018,0.454545455
Butler-2018,Purdue-2018,0.454545455
Villanova-2018,West Virginia-2018,0.607142857
Texas Tech-2018,Purdue-2018,0.616071429
Villanova-2018,Texas Tech-2018,0.607142857
Kansas-2018,Penn-2018,0.642857143
Seton Hall-2018,NC State-2018,0.598214286
Clemson-2018,New Mexico State-2018,0.598214286
Auburn-2018,College of Charleston-2018,0.535714286
TCU-2018,Syracuse-2018,0.424242424
Michigan State-2018,Bucknell-2018,0.535714286
Rhode Island-2018,Oklahoma-2018,0.544642857
Duke-2018,Iona-2018,0.696428571
Kansas-2018,Seton Hall-2018,0.535714286
Clemson-2018,Auburn-2018,0.776785714
Syracuse-2018,Michigan State-2018,0.517857143
Rhode Island-2018,Duke-2018,0.121212121
Kansas-2018,Clemson-2018,0.535714286
Syracuse-2018,Duke-2018,0.439393939
Kansas-2018,Duke-2018,0.535714286
Loyola–Chicago-2018,Michigan-2018,0.318181818
Villanova-2018,Kansas-2018,0.642857143
Michigan-2018,Villanova-2018,0.242424242
Duke-2019,North Dakota State-2019,0.705357143
VCU-2019,UCF-2019,0.272727273
Mississippi State-2019,Liberty-2019,0.439393939
Virginia Tech-2019,Saint Louis-2019,0.625
Maryland-2019,Belmont-2019,0.517857143
LSU-2019,Yale-2019,0.544642857
Louisville-2019,Minnesota-2019,0.348484848
Michigan State-2019,Bradley-2019,0.598214286
Duke-2019,UCF-2019,0.508928571
Liberty-2019,Virginia Tech-2019,0.363636364
Maryland-2019,LSU-2019,0.46969697
Minnesota-2019,Michigan State-2019,0.196969697
Duke-2019,Virginia Tech-2019,0.517857143
LSU-2019,Michigan State-2019,0.242424242
Duke-2019,Michigan State-2019,0.484848485
Gonzaga-2019,Fairleigh Dickinson-2019,0.839285714
Syracuse-2019,Baylor-2019,0.363636364
Marquette-2019,Murray State-2019,0.212121212
Florida State-2019,Vermont-2019,0.5625
Buffalo-2019,Arizona State-2019,0.651785714
Texas Tech-2019,Northern Kentucky-2019,0.633928571
Nevada-2019,Florida-2019,0.363636364
Michigan-2019,Montana-2019,0.669642857
Gonzaga-2019,Baylor-2019,0.607142857
Murray State-2019,Florida State-2019,0.075757576
Buffalo-2019,Texas Tech-2019,0.196969697
Florida-2019,Michigan-2019,0.272727273
Gonzaga-2019,Florida State-2019,0.625
Texas Tech-2019,Michigan-2019,0.669642857
Gonzaga-2019,Texas Tech-2019,0.409090909
Virginia-2019,Gardner–Webb-2019,0.633928571
Ole Miss-2019,Oklahoma-2019,0.151515152
Wisconsin-2019,Oregon-2019,0.227272727
Kansas State-2019,UC Irvine-2019,0.409090909
Villanova-2019,Saint Mary's-2019,0.535714286
Purdue-2019,Old Dominion-2019,0.616071429
Cincinnati-2019,Iowa-2019,0.393939394
Tennessee-2019,Colgate-2019,0.5625
Virginia-2019,Oklahoma-2019,0.607142857
Oregon-2019,UC Irvine-2019,0.669642857
Villanova-2019,Purdue-2019,0.106060606
Iowa-2019,Tennessee-2019,0.409090909
Virginia-2019,Oregon-2019,0.535714286
Purdue-2019,Tennessee-2019,0.544642857
Virginia-2019,Purdue-2019,0.544642857
North Carolina-2019,Iona-2019,0.633928571
Utah State-2019,Washington-2019,0.242424242
Auburn-2019,New Mexico State-2019,0.508928571
Kansas-2019,Northeastern-2019,0.803571429
Iowa State-2019,Ohio State-2019,0.454545455
Houston-2019,Georgia State-2019,0.758928571
Wofford-2019,Seton Hall-2019,0.642857143
Kentucky-2019,Abilene Christian-2019,0.8125
North Carolina-2019,Washington-2019,0.696428571
Auburn-2019,Kansas-2019,0.625
Ohio State-2019,Houston-2019,0.272727273
Wofford-2019,Kentucky-2019,0.409090909
North Carolina-2019,Auburn-2019,0.242424242
Houston-2019,Kentucky-2019,0.439393939
Auburn-2019,Kentucky-2019,0.553571429
Michigan State-2019,Texas Tech-2019,0.348484848
Virginia-2019,Auburn-2019,0.508928571
Texas Tech-2019,Virginia-2019,0.378787879
Gonzaga-2021,Norfolk State-2021,0.883928571
Oklahoma-2021,Missouri-2021,0.535714286
Creighton-2021,UC Santa Barbara-2021,0.508928571
Virginia-2021,Ohio-2021,0.439393939
USC-2021,Drake-2021,0.642857143
Kansas-2021,Eastern Washington-2021,0.580357143
Oregon-2021,VCU-2021,0.508928571
Iowa-2021,Grand Canyon-2021,0.607142857
Gonzaga-2021,Oklahoma-2021,0.642857143
Creighton-2021,Ohio-2021,0.625
USC-2021,Kansas-2021,0.803571429
Oregon-2021,Iowa-2021,0.633928571
Gonzaga-2021,Creighton-2021,0.660714286
USC-2021,Oregon-2021,0.625
Gonzaga-2021,USC-2021,0.669642857
Michigan-2021,Texas Southern-2021,0.642857143
LSU-2021,St. Bonaventure-2021,0.633928571
Colorado-2021,Georgetown-2021,0.705357143
Florida State-2021,UNC Greensboro-2021,0.589285714
BYU-2021,UCLA-2021,0.333333333
Texas-2021,Abilene Christian-2021,0.484848485
UConn-2021,Maryland-2021,0.363636364
Alabama-2021,Iona-2021,0.616071429
Michigan-2021,LSU-2021,0.571428571
Colorado-2021,Florida State-2021,0.227272727
UCLA-2021,Abilene Christian-2021,0.678571429
Maryland-2021,Alabama-2021,0.212121212
Michigan-2021,Florida State-2021,0.660714286
UCLA-2021,Alabama-2021,0.589285714
Michigan-2021,UCLA-2021,0.46969697
Baylor-2021,Hartford-2021,0.714285714
North Carolina-2021,Wisconsin-2021,0.151515152
Villanova-2021,Winthrop-2021,0.589285714
Purdue-2021,North Texas-2021,0.363636364
Texas Tech-2021,Utah State-2021,0.607142857
Arkansas-2021,Colgate-2021,0.651785714
Florida-2021,Virginia Tech-2021,0.544642857
Ohio State-2021,Oral Roberts-2021,0.454545455
Baylor-2021,Wisconsin-2021,0.616071429
Villanova-2021,North Texas-2021,0.705357143
Texas Tech-2021,Arkansas-2021,0.46969697
Florida-2021,Oral Roberts-2021,0.454545455
Baylor-2021,Villanova-2021,0.598214286
Arkansas-2021,Oral Roberts-2021,0.517857143
Baylor-2021,Arkansas-2021,0.580357143
Illinois-2021,Drexel-2021,0.758928571
Loyola–Chicago-2021,Georgia Tech-2021,0.598214286
Tennessee-2021,Oregon State-2021,0.287878788
Oklahoma State-2021,Liberty-2021,0.580357143
San Diego State-2021,Syracuse-2021,0.257575758
West Virginia-2021,Morehead State-2021,0.651785714
Clemson-2021,Rutgers-2021,0.439393939
Houston-2021,Cleveland State-2021,0.776785714
Illinois-2021,Loyola–Chicago-2021,0.303030303
Oregon State-2021,Oklahoma State-2021,0.589285714
Syracuse-2021,West Virginia-2021,0.526785714
Rutgers-2021,Houston-2021,0.454545455
Loyola–Chicago-2021,Oregon State-2021,0.393939394
Syracuse-2021,Houston-2021,0.257575758
Oregon State-2021,Houston-2021,0.409090909
Gonzaga-2021,UCLA-2021,0.526785714
Baylor-2021,Houston-2021,0.669642857
Gonzaga-2021,Baylor-2021,0.257575758
St Josephs-2004,Liberty-2004,0.669642857
Texas Tech-2004,Charlotte-2004,0.526785714
Manhattan-2004,Florida-2004,0.633928571
Wake Forest-2004,VCU-2004,0.508928571
Wisconsin-2004,Richmond-2004,0.607142857
Pittsburgh-2004,Central FL-2004,0.580357143
Memphis-2004,S Carolina-2004,0.642857143
Oklahoma St-2004,E Washingtn-2004,0.669642857
Kentucky-2004,Florida A&amp;M-2004,0.678571429
UAB-2004,Washington-2004,0.517857143
Pacific-2004,Providence-2004,0.571428571
Kansas-2004,IL-Chicago-2004,0.723214286
Boston Col-2004,Utah-2004,0.5625
GA Tech-2004,N Iowa-2004,0.544642857
Nevada-2004,Michigan St-2004,0.553571429
Gonzaga-2004,Valparaiso-2004,0.741071429
Duke-2004,Alabama St-2004,0.8125
Seton Hall-2004,Arizona-2004,0.535714286
Illinois-2004,Murray St-2004,0.669642857
Cincinnati-2004,E Tenn St-2004,0.526785714
N Carolina-2004,Air Force-2004,0.598214286
Texas-2004,Princeton-2004,0.651785714
Xavier-2004,Louisville-2004,0.589285714
Miss State-2004,Monmouth-2004,0.794642857
Stanford-2004,TX-San Ant-2004,0.732142857
Alabama-2004,S Illinois-2004,0.508928571
Syracuse-2004,BYU-2004,0.544642857
Maryland-2004,TX El Paso-2004,0.526785714
Vanderbilt-2004,W Michigan-2004,0.616071429
NC State-2004,LA Lafayette-2004,0.580357143
DePaul-2004,Dayton-2004,0.5625
Connecticut-2004,Vermont-2004,0.651785714
St Josephs-2004,Texas Tech-2004,0.544642857
Wake Forest-2004,Manhattan-2004,0.535714286
Pittsburgh-2004,Wisconsin-2004,0.535714286
Oklahoma St-2004,Memphis-2004,0.651785714
UAB-2004,Kentucky-2004,0.508928571
Kansas-2004,Pacific-2004,0.633928571
GA Tech-2004,Boston Col-2004,0.526785714
Nevada-2004,Gonzaga-2004,0.669642857
Duke-2004,Seton Hall-2004,0.75
Illinois-2004,Cincinnati-2004,0.714285714
Texas-2004,N Carolina-2004,0.526785714
Xavier-2004,Miss State-2004,0.633928571
Alabama-2004,Stanford-2004,0.526785714
Syracuse-2004,Maryland-2004,0.517857143
Vanderbilt-2004,NC State-2004,0.517857143
Connecticut-2004,DePaul-2004,0.651785714
St Josephs-2004,Wake Forest-2004,0.535714286
Oklahoma St-2004,Pittsburgh-2004,0.607142857
Kansas-2004,UAB-2004,0.732142857
GA Tech-2004,Nevada-2004,0.544642857
Duke-2004,Illinois-2004,0.589285714
Xavier-2004,Texas-2004,0.571428571
Alabama-2004,Syracuse-2004,0.580357143
Connecticut-2004,Vanderbilt-2004,0.678571429
Oklahoma St-2004,St Josephs-2004,0.517857143
GA Tech-2004,Kansas-2004,0.571428571
Duke-2004,Xavier-2004,0.526785714
Connecticut-2004,Alabama-2004,0.642857143
GA Tech-2004,Oklahoma St-2004,0.517857143
Connecticut-2004,Duke-2004,0.508928571
Connecticut-2004,GA Tech-2004,0.580357143
Oakland-2005,Alab A&amp;M-2005,0.589285714
N Carolina-2005,Oakland-2005,0.75
Iowa State-2005,Minnesota-2005,0.598214286
Villanova-2005,New Mexico-2005,0.571428571
Florida-2005,Ohio-2005,0.544642857
Wisconsin-2005,N Iowa-2005,0.544642857
Bucknell-2005,Kansas-2005,0.508928571
NC State-2005,Charlotte-2005,0.607142857
Connecticut-2005,Central FL-2005,0.553571429
Illinois-2005,F Dickinson-2005,0.607142857
Nevada-2005,Texas-2005,0.535714286
WI-Milwkee-2005,Alabama-2005,0.589285714
Boston Col-2005,U Penn-2005,0.678571429
UAB-2005,LSU-2005,0.625
Arizona-2005,Utah State-2005,0.616071429
S Illinois-2005,St Marys-2005,0.580357143
Oklahoma St-2005,SE Louisiana-2005,0.616071429
Duke-2005,Delaware St-2005,0.598214286
Miss State-2005,Stanford-2005,0.705357143
Michigan St-2005,Old Dominion-2005,0.571428571
Vermont-2005,Syracuse-2005,0.526785714
Utah-2005,TX El Paso-2005,0.553571429
Oklahoma-2005,Niagara-2005,0.651785714
Cincinnati-2005,Iowa-2005,0.607142857
Kentucky-2005,E Kentucky-2005,0.571428571
Washington-2005,Montana-2005,0.598214286
Pacific-2005,Pittsburgh-2005,0.571428571
GA Tech-2005,Geo Wshgtn-2005,0.607142857
Louisville-2005,LA Lafayette-2005,0.553571429
Texas Tech-2005,UCLA-2005,0.607142857
Gonzaga-2005,Winthrop-2005,0.589285714
W Virginia-2005,Creighton-2005,0.517857143
Wake Forest-2005,Chattanooga-2005,0.642857143
N Carolina-2005,Iowa State-2005,0.741071429
Villanova-2005,Florida-2005,0.598214286
Wisconsin-2005,Bucknell-2005,0.580357143
NC State-2005,Connecticut-2005,0.526785714
Illinois-2005,Nevada-2005,0.607142857
WI-Milwkee-2005,Boston Col-2005,0.571428571
Arizona-2005,UAB-2005,0.696428571
Oklahoma St-2005,S Illinois-2005,0.571428571
Duke-2005,Miss State-2005,0.571428571
Michigan St-2005,Vermont-2005,0.598214286
Utah-2005,Oklahoma-2005,0.580357143
Kentucky-2005,Cincinnati-2005,0.580357143
Washington-2005,Pacific-2005,0.660714286
Louisville-2005,GA Tech-2005,0.696428571
Texas Tech-2005,Gonzaga-2005,0.517857143
W Virginia-2005,Wake Forest-2005,0.553571429
N Carolina-2005,Villanova-2005,0.508928571
Wisconsin-2005,NC State-2005,0.580357143
Illinois-2005,WI-Milwkee-2005,0.625
Arizona-2005,Oklahoma St-2005,0.508928571
Michigan St-2005,Duke-2005,0.589285714
Kentucky-2005,Utah-2005,0.589285714
Louisville-2005,Washington-2005,0.625
W Virginia-2005,Texas Tech-2005,0.544642857
N Carolina-2005,Wisconsin-2005,0.553571429
Illinois-2005,Arizona-2005,0.508928571
Michigan St-2005,Kentucky-2005,0.553571429
Louisville-2005,W Virginia-2005,0.571428571
Illinois-2005,Louisville-2005,0.633928571
N Carolina-2005,Michigan St-2005,0.642857143
N Carolina-2005,Illinois-2005,0.544642857
Monmouth-2006,Hampton-2006,0.696428571
Connecticut-2006,Albany-2006,0.616071429
Kentucky-2006,UAB-2006,0.544642857
Washington-2006,Utah State-2006,0.625
Illinois-2006,Air Force-2006,0.580357143
Geo Mason-2006,Michigan St-2006,0.589285714
N Carolina-2006,Murray St-2006,0.535714286
Wichita St-2006,Seton Hall-2006,0.678571429
Tennessee-2006,Winthrop-2006,0.517857143
Villanova-2006,Monmouth-2006,0.616071429
Arizona-2006,Wisconsin-2006,0.669642857
Montana-2006,Nevada-2006,0.571428571
Boston Col-2006,Pacific-2006,0.607142857
WI-Milwkee-2006,Oklahoma-2006,0.571428571
Florida-2006,S Alabama-2006,0.732142857
Georgetown-2006,N Iowa-2006,0.544642857
Ohio State-2006,Davidson-2006,0.571428571
Duke-2006,Southern-2006,0.642857143
Geo Wshgtn-2006,NC-Wilmgton-2006,0.526785714
Texas A&amp;M-2006,Syracuse-2006,0.571428571
LSU-2006,Iona-2006,0.642857143
W Virginia-2006,S Illinois-2006,0.660714286
NW State-2006,Iowa-2006,0.508928571
NC State-2006,California-2006,0.553571429
Texas-2006,U Penn-2006,0.571428571
Memphis-2006,Oral Roberts-2006,0.642857143
Bucknell-2006,Arkansas-2006,0.535714286
Pittsburgh-2006,Kent State-2006,0.633928571
Bradley-2006,Kansas-2006,0.535714286
Indiana-2006,San Diego St-2006,0.535714286
Gonzaga-2006,Xavier-2006,0.535714286
Alabama-2006,Marquette-2006,0.544642857
UCLA-2006,Belmont-2006,0.803571429
Connecticut-2006,Kentucky-2006,0.535714286
Washington-2006,Illinois-2006,0.526785714
Geo Mason-2006,N Carolina-2006,0.544642857
Wichita St-2006,Tennessee-2006,0.5625
Villanova-2006,Arizona-2006,0.535714286
Boston Col-2006,Montana-2006,0.616071429
Florida-2006,WI-Milwkee-2006,0.696428571
Georgetown-2006,Ohio State-2006,0.660714286
Duke-2006,Geo Wshgtn-2006,0.616071429
LSU-2006,Texas A&amp;M-2006,0.508928571
W Virginia-2006,NW State-2006,0.616071429
Texas-2006,NC State-2006,0.6875
Memphis-2006,Bucknell-2006,0.642857143
Bradley-2006,Pittsburgh-2006,0.553571429
Gonzaga-2006,Indiana-2006,0.589285714
UCLA-2006,Alabama-2006,0.526785714
Connecticut-2006,Washington-2006,0.553571429
Geo Mason-2006,Wichita St-2006,0.571428571
Villanova-2006,Boston Col-2006,0.508928571
Florida-2006,Georgetown-2006,0.535714286
LSU-2006,Duke-2006,0.571428571
Texas-2006,W Virginia-2006,0.526785714
Memphis-2006,Bradley-2006,0.642857143
UCLA-2006,Gonzaga-2006,0.517857143
Geo Mason-2006,Connecticut-2006,0.517857143
Florida-2006,Villanova-2006,0.616071429
LSU-2006,Texas-2006,0.589285714
UCLA-2006,Memphis-2006,0.544642857
UCLA-2006,LSU-2006,0.625
Florida-2006,Geo Mason-2006,0.633928571
Florida-2006,UCLA-2006,0.642857143
Niagara-2007,Florida A&amp;M-2007,0.571428571
N Carolina-2007,E Kentucky-2007,0.6875
Michigan St-2007,Marquette-2007,0.607142857
USC-2007,Arkansas-2007,0.651785714
Texas-2007,N Mex State-2007,0.607142857
Vanderbilt-2007,Geo Wshgtn-2007,0.794642857
Wash State-2007,Oral Roberts-2007,0.642857143
Boston Col-2007,Texas Tech-2007,0.580357143
Georgetown-2007,Belmont-2007,0.723214286
Florida-2007,Jackson St-2007,0.883928571
Purdue-2007,Arizona-2007,0.580357143
Butler-2007,Old Dominion-2007,0.598214286
Maryland-2007,Davidson-2007,0.607142857
Winthrop-2007,Notre Dame-2007,0.589285714
Oregon-2007,Miami (OH)-2007,0.517857143
UNLV-2007,GA Tech-2007,0.535714286
Wisconsin-2007,TX A&amp;M-CC-2007,0.616071429
Ohio State-2007,Central Conn-2007,0.6875
Xavier-2007,BYU-2007,0.517857143
Tennessee-2007,Lg Beach St-2007,0.8125
Virginia-2007,Albany-2007,0.741071429
Louisville-2007,Stanford-2007,0.678571429
Texas A&amp;M-2007,U Penn-2007,0.642857143
Nevada-2007,Creighton-2007,0.553571429
Memphis-2007,North Texas-2007,0.633928571
Kansas-2007,Niagara-2007,0.857142857
Kentucky-2007,Villanova-2007,0.580357143
VA Tech-2007,Illinois-2007,0.517857143
S Illinois-2007,Holy Cross-2007,0.589285714
VCU-2007,Duke-2007,0.517857143
Pittsburgh-2007,Wright State-2007,0.6875
Indiana-2007,Gonzaga-2007,0.616071429
UCLA-2007,Weber State-2007,0.75
N Carolina-2007,Michigan St-2007,0.625
USC-2007,Texas-2007,0.669642857
Vanderbilt-2007,Wash State-2007,0.535714286
Georgetown-2007,Boston Col-2007,0.5625
Florida-2007,Purdue-2007,0.5625
Butler-2007,Maryland-2007,0.526785714
Oregon-2007,Winthrop-2007,0.625
UNLV-2007,Wisconsin-2007,0.553571429
Ohio State-2007,Xavier-2007,0.5625
Tennessee-2007,Virginia-2007,0.526785714
Texas A&amp;M-2007,Louisville-2007,0.526785714
Memphis-2007,Nevada-2007,0.642857143
Kansas-2007,Kentucky-2007,0.607142857
S Illinois-2007,VA Tech-2007,0.633928571
Pittsburgh-2007,VCU-2007,0.544642857
UCLA-2007,Indiana-2007,0.544642857
N Carolina-2007,USC-2007,0.589285714
Georgetown-2007,Vanderbilt-2007,0.508928571
Florida-2007,Butler-2007,0.571428571
Oregon-2007,UNLV-2007,0.535714286
Ohio State-2007,Tennessee-2007,0.508928571
Memphis-2007,Texas A&amp;M-2007,0.508928571
Kansas-2007,S Illinois-2007,0.526785714
UCLA-2007,Pittsburgh-2007,0.580357143
Georgetown-2007,N Carolina-2007,0.607142857
Florida-2007,Oregon-2007,0.571428571
Ohio State-2007,Memphis-2007,0.642857143
UCLA-2007,Kansas-2007,0.616071429
Florida-2007,UCLA-2007,0.589285714
Ohio State-2007,Georgetown-2007,0.5625
Florida-2007,Ohio State-2007,0.580357143
Ark Pine Bl-2010,Winthrop-2010,0.651785714
Kentucky-2010,E Tenn St-2010,0.758928571
W Virginia-2010,Morgan St-2010,0.741071429
New Mexico-2010,Montana-2010,0.544642857
Wisconsin-2010,Wofford-2010,0.535714286
Cornell-2010,Temple-2010,0.616071429
Washington-2010,Marquette-2010,0.517857143
Missouri-2010,Clemson-2010,0.571428571
Wake Forest-2010,Texas-2010,0.508928571
Syracuse-2010,Vermont-2010,0.705357143
Kansas St-2010,North Texas-2010,0.678571429
Pittsburgh-2010,Oakland-2010,0.705357143
Murray St-2010,Vanderbilt-2010,0.508928571
Butler-2010,TX El Paso-2010,0.660714286
Xavier-2010,Minnesota-2010,0.598214286
BYU-2010,Florida-2010,0.5625
Gonzaga-2010,Florida St-2010,0.5625
Duke-2010,Ark Pine Bl-2010,0.758928571
Villanova-2010,Rob Morris-2010,0.526785714
Baylor-2010,Sam Hous St-2010,0.580357143
Purdue-2010,Siena-2010,0.571428571
Texas A&amp;M-2010,Utah State-2010,0.642857143
Old Dominion-2010,Notre Dame-2010,0.508928571
St Marys-2010,Richmond-2010,0.580357143
California-2010,Louisville-2010,0.633928571
Kansas-2010,Lehigh-2010,0.642857143
Ohio State-2010,UCSB-2010,0.651785714
Ohio-2010,Georgetown-2010,0.616071429
Maryland-2010,Houston-2010,0.607142857
Michigan St-2010,N Mex State-2010,0.526785714
Tennessee-2010,San Diego St-2010,0.526785714
GA Tech-2010,Oklahoma St-2010,0.544642857
N Iowa-2010,UNLV-2010,0.526785714
Kentucky-2010,Wake Forest-2010,0.767857143
W Virginia-2010,Missouri-2010,0.580357143
Washington-2010,New Mexico-2010,0.660714286
Cornell-2010,Wisconsin-2010,0.660714286
Syracuse-2010,Gonzaga-2010,0.696428571
Kansas St-2010,BYU-2010,0.607142857
Xavier-2010,Pittsburgh-2010,0.526785714
Butler-2010,Murray St-2010,0.517857143
Duke-2010,California-2010,0.633928571
St Marys-2010,Villanova-2010,0.5625
Baylor-2010,Old Dominion-2010,0.571428571
Purdue-2010,Texas A&amp;M-2010,0.517857143
N Iowa-2010,Kansas-2010,0.517857143
Ohio State-2010,GA Tech-2010,0.580357143
Tennessee-2010,Ohio-2010,0.633928571
Michigan St-2010,Maryland-2010,0.517857143
Kentucky-2010,Cornell-2010,0.651785714
W Virginia-2010,Washington-2010,0.616071429
Butler-2010,Syracuse-2010,0.535714286
Kansas St-2010,Xavier-2010,0.544642857
Duke-2010,Purdue-2010,0.616071429
Baylor-2010,St Marys-2010,0.705357143
Michigan St-2010,N Iowa-2010,0.5625
Tennessee-2010,Ohio State-2010,0.526785714
W Virginia-2010,Kentucky-2010,0.5625
Butler-2010,Kansas St-2010,0.5625
Duke-2010,Baylor-2010,0.5625
Michigan St-2010,Tennessee-2010,0.508928571
Duke-2010,W Virginia-2010,0.6875
Butler-2010,Michigan St-2010,0.517857143
Duke-2010,Butler-2010,0.517857143
